company,year,sentence,label,score
Google,2022,"figure 1 sustainability strategy overview we strive to build sustainability into everything we do accelerate carbon-free empower with benefit people and circular technology and places decouple business growth tackle major sustainability problems share benefits with the from the growth of carbon and drive net-positive impact using communities of our facilities, intensity and material use google technologies, platforms, users, partners, and suppliers products, and services google environmental report 2022 2 accelerating carbon-free and circular to accelerate the transition to a carbon-free and circular economy, in 2020, we launched our third decade of climate action, and we're now working toward a new set of ambitious goals.",POSITIVE,0.9981445074081421
Google,2022,"by 2030, we aim to: achieve net-zero emissions across all of our operations and value chain, including our consumer hardware products become the first major company to run on carbon-free energy 24 hours a day, seven days a week, 365 days a year enable 5 gigawatts of new carbon-free energy through investments in our key manufacturing regions help more than 500 cities and local governments reduce an aggregate of 1 gigaton of carbon emissions annually we also aim to maximize the reuse of finite resources across our operations, products, and supply chains and to enable others to do the same.",POSITIVE,0.9958721995353699
Google,2022,"as part of our goal to achieve net-zero emissions across all of our operations and value chain by 2030, we aim to reduce the majority of our emissions (versus our 2019 baseline) before 2030 and plan to invest in nature-based and technology-based carbon removal solutions to neutralize our remaining emissions.",NEGATIVE,0.9273967742919922
Google,2022,we know this will be a challenging journey and we expect our progress toward this goal to be nonlinear.,NEGATIVE,0.9921372532844543
Google,2022,"while our total ghg emissions increased from 2020 to 2021, we're committed to achieving ghg reductions throughout our operations and value chain.",POSITIVE,0.9937846660614014
Google,2022,"google environmental report 2022 3 empowering everyone with technology to empower everyone with technology, we've committed to help 1 billion people make more sustainable choices by the end of 2022 through our core products.",POSITIVE,0.9991222023963928
Google,2022,"we introduced eco-friendly routing in google maps, new features to book flights or purchase appliances that have lower carbon footprints, and nest renew, a program to support clean energy from home.",POSITIVE,0.9487410187721252
Google,2022,"and when people come to google search with questions about climate change, we show information from authoritative sources like the united nations.",POSITIVE,0.8463830351829529
Google,2022,"benefiting people and places to benefit the people and places where we operate, we've set goals to replenish more water than we consume by 2030 and to support water security in communities where we operate.",POSITIVE,0.9991044402122498
Google,2022,"we're focused on three areas: enhancing our stewardship of water resources across google offices and data centers; replenishing our water use and improving watershed health and ecosystems in water-stressed communities; and sharing technology and tools that help everyone predict, prevent, and recover from water stress.",POSITIVE,0.999413013458252
Google,2022,"at google, we remain steadfast in our commitment to sustainability, and we'll continue to lead and encourage others to join us in improving the health of our planet.",POSITIVE,0.9997790455818176
Google,2022,"we're proud of what we've achieved so far, and we're energized to help move the world closer to a more sustainable and carbon-free future for all.",POSITIVE,0.9998536109924316
Google,2022,google environmental report 2022 4 performance highlights the following section provides a snapshot of our performance as of the end of 2021 - demonstrating how we're strengthening our business by reducing the environmental impact of our operations and working to empower people everywhere to live more sustainably.,POSITIVE,0.9986420273780823
Google,2022,"for a more complete overview of our performance over time, see the environmental data table.",NEGATIVE,0.7862260341644287
Google,2022,"designing efficient data centers energy ghg emissions 2 5 1.10 0 x x as energy efficient as much computing power average annual pue operational ghg emissions after compensations on average, a google data center compared with five years ago, in 2021, the average annual pue2 is twice as energy efficient as a we now deliver around five times for our global fleet of data centers whether someone is using google typical enterprise data center.1 as much computing power with the was 1.10, compared with the industry at home or as part of an organization same amount of electrical power.",NEGATIVE,0.9828776121139526
Google,2022,"average of 1.573 - meaning that running google cloud or google google data centers use about workspace, all products in our cloud six times less overhead energy.",NEGATIVE,0.9913802742958069
Google,2022,"are carbon neutral - meaning that the operational ghg emissions associated with running workloads on our infrastructure have been reduced through procurement of renewable energy and any residual emissions have been compensated for with high-quality carbon credits.4 waste 78 27 4.9% % million of waste diverted of components refurbished components resold in 2021, we diverted 78% of waste in 2021, 27% of components in 2021, we resold more than from our global data center used for server upgrades were 4.9 million components into the operations away from landfills.",NEGATIVE,0.9870920181274414
Google,2022,refurbished inventory.,NEGATIVE,0.9695941805839539
Google,2022,secondary market for reuse by other organizations.,NEGATIVE,0.998006284236908
Google,2022,"google environmental report 2022 5 advancing carbon-free energy energy investment 7 100 73 3.3% $ gw million mwh billion of renewable energy renewable energy of renewable energy in investment commitments from 2010 to 2021, we signed in 2021, we matched 100% over the past decade, google more than 60 agreements of the electricity consumption of purchased more renewable from 2010 to 2021, we made totaling more than 7 gw of our operations with renewable energy than any other company.6 commitments to invest nearly renewable energy.",POSITIVE,0.992347002029419
Google,2022,"over that energy purchases for the fifth from 2010 to 2021, we purchased $3.3 billion in renewable energy period, we've committed consecutive year.",POSITIVE,0.9985098242759705
Google,2022,"a total of more than 73 million mwh projects with an expected combined approximately $6 billion of renewable energy through ppas, capacity of approximately 8.7 gw.",POSITIVE,0.9920310974121094
Google,2022,"to purchase clean energy via on-site generation, and from these targeted investments from wind and solar projects the electric grids where our go beyond our purchases of globally through 2040.5 facilities are located.7 renewable energy for our own operational footprint.",POSITIVE,0.9903838634490967
Google,2022,"ghg emissions 65 81 15% % years cumulative ghg decrease of carbon neutrality emissions reduction in carbon intensity google has been carbon neutral from 2011 to 2021, our renewable from 2011 to 2021, our carbon for our operations since 2007.",NEGATIVE,0.9766474962234497
Google,2022,energy purchasing resulted in a intensity per unit of revenue because of our purchases cumulative 65% reduction in our decreased by 81%.,NEGATIVE,0.943008542060852
Google,2022,"of renewable energy and scope 1 and scope 2 emissions, as procurement of high-quality compared with a business-as-usual carbon credits, we have scenario in which we didn't procure compensated for all our renewable energy via ppas.",NEGATIVE,0.9871885180473328
Google,2022,operational ghg emissions.,NEGATIVE,0.9094347357749939
Google,2022,"creating sustainable workplaces certifications waste ecology 18 26 64 15% % million ft2 acres leed-certified leed platinum landfill diversion of native habitat on our bay area campuses from 2009 to 2021, over 26% of our leed-certified square in 2021, we reached a 64% landfill 1.7 million m2 (18 million ft2) footage has achieved a platinum diversion rate for waste from from 2014 to 2021, we restored and of google office facilities rating and 60% a gold rating.",POSITIVE,0.7122520208358765
Google,2022,our offices globally.,POSITIVE,0.9971408843994141
Google,2022,created 15 acres of native habitat on achieved leed certification.,POSITIVE,0.9985654950141907
Google,2022,our bay area campuses to support wildlife and our communities.,POSITIVE,0.9987993240356445
Google,2022,commuting 4000 ev charging ports at our offices we have nearly 4000 ev charging ports at our offices in the united states and canada.,NEGATIVE,0.7835020422935486
Google,2022,"google environmental report 2022 6 building better devices and services ghg emissions energy 100 86 21 10 15% %- % billion kwh billion kwh of shipments are of energy savings of energy savings energy savings carbon neutral from 2011 to 2021, nest in 2021 alone, nest thermostats on average, nest thermostats all shipments of google thermostats helped customers helped customers save more than have proven energy savings of consumer hardware products cumulatively save more than 21 billion kwh of energy - more 10%-12% for heating and 15% for to and from direct customers 86 billion kwh of energy - energy than google used in 2021. cooling,9 which means they can pay are carbon neutral and have enough to power all of for themselves in under two years.10 been since 2019.8 san francisco's electricity consumption for over 17 years.",NEGATIVE,0.5849830508232117
Google,2022,"materials waste 100 100 100% % % of nest and pixel devices recycled aluminum of countries with contain recycled materials in the housing of the take-back programs pixel 6 and pixel 6 pro all nest and pixel devices in 2021, we offered our take-back launched since 2020 include pixel 6 and pixel 6 pro are program in all countries where we recycled materials.11 designed with recycled aluminum ship google consumer hardware to reduce their carbon footprint.",NEGATIVE,0.9974258542060852
Google,2022,"products, allowing customers to the aluminum in the housing responsibly recycle old and unused is 100% recycled content.12 devices for free - whether made by google or not.",NEGATIVE,0.9994226694107056
Google,2022,"empowering users with technology products tools 1 200000 42000 52 billion km petabytes of transit results ev charging locations cities and regions of freely available on google maps on google maps on environmental geospatial data insights explorer google maps provides, on by the end of 2021, google maps earth engine has enabled tens average, more than 1 billion contained nearly 200000 ev by the end of 2021, nearly 42000 of thousands of active users kilometers' (621 million miles') charging locations globally.",POSITIVE,0.9766817092895508
Google,2022,"cities and regions worldwide were around the world to easily worth of transit results per day, covered by the environmental analyze over 52 petabytes13 helping to limit carbon emissions insights explorer, a tool that of freely available geospatial by giving people access to mass empowers city planners and information, resulting in a deeper transit options, bike routes, policymakers with actionable data understanding of the planet.",POSITIVE,0.9934313893318176
Google,2022,and traffic information.,POSITIVE,0.9807314276695251
Google,2022,to help reduce global emissions.,NEGATIVE,0.7986932396888733
Google,2022,"programs € million google.org impact challenge on climate in 2021, 11 organizations across europe were selected to receive google.org funding via the impact challenge on climate, which provided €10 million to fund bold ideas that use technology to accelerate europe's progress toward a greener, more resilient future.",POSITIVE,0.9829232692718506
Google,2022,"google environmental report 2022 7 progress against targets as a data-driven company, we believe it is critical to regularly track progress toward our commitments and share updates with our stakeholders.",NEGATIVE,0.9878038167953491
Google,2022,the following section provides an overview of our 2021 progress toward our various environmental targets.,POSITIVE,0.9974513649940491
Google,2022,"for a more complete overview of our performance over time, see the environmental data table.",NEGATIVE,0.7862260341644287
Google,2022,"designing efficient data centers target deadline 2021 progress status energy maintain or improve average annual fleet-wide 2021 in 2021, the average annual pue for our global fleet pue across google data centers year over year.",NEGATIVE,0.7393105626106262
Google,2022,(annual) of data centers was 1.10.,NEGATIVE,0.8695746064186096
Google,2022,"since 2012, our average annual fleet-wide pue has stayed at or below 1.12, even as demand for our products has dramatically risen.",NEGATIVE,0.9941757917404175
Google,2022,"certifications maintain iso 50001 energy management system 2021 in 2021, we maintained our iso 50001 certification for certification for google-owned data centers (annual) our operational european data centers.",POSITIVE,0.9689091444015503
Google,2022,we were the that meet certain operational milestones.,POSITIVE,0.9979841709136963
Google,2022,"first major internet company to achieve a multi-site energy management system certification to iso 50001, which we first attained in 2013.",POSITIVE,0.9966764450073242
Google,2022,"waste achieve zero waste to landfill for our global not in 2021, our global landfill diversion rate for data center data center operations.",NEGATIVE,0.9226394891738892
Google,2022,applicable operations was 78%.,POSITIVE,0.8918253183364868
Google,2022,"water replenish 120% of the water we consume, 2030 we're working toward this target.",POSITIVE,0.8774084448814392
Google,2022,"by the end on average, across our offices and data centers, of 2021, we had supported 13 water stewardship and help restore and improve the quality of projects spanning 10 river basins where we operate water and health of ecosystems in the and/or source water.",POSITIVE,0.9988319277763367
Google,2022,examples of these projects communities where we operate.,POSITIVE,0.9970001578330994
Google,2022,"include wetland restoration, rainwater harvesting, and land conservation.",POSITIVE,0.9959224462509155
Google,2022,"achieved in progress missed google environmental report 2022 8 advancing carbon-free energy target deadline 2021 progress status energy match 100% of the electricity consumption of our 2021 in 2021, we purchased enough renewable energy, from operations with renewable energy purchases.",NEGATIVE,0.9087486863136292
Google,2022,"(annual) sources such as wind and solar, to match 100% of the electricity consumption of our data centers and offices.",POSITIVE,0.9928804636001587
Google,2022,"we were the first company of our size to reach this milestone back in 2017, and we've achieved it for five consecutive years.14 operate on carbon-free energy 24/7 by 2030.",POSITIVE,0.9988831877708435
Google,2022,"2030 in 2021, on an hourly basis, 66% of our data center electricity use was matched with regional carbon-free sources.15 enable 5 gw of new carbon-free energy through 2030 we're working toward this target.",POSITIVE,0.7274424433708191
Google,2022,investments in our key manufacturing regions by 2030.,POSITIVE,0.9970011115074158
Google,2022,ghg emissions achieve net-zero emissions across all of 2030 we're working toward this target.,NEGATIVE,0.9687834978103638
Google,2022,"we aim to reduce the our operations and value chain, including our majority of our emissions (versus our 2019 baseline) consumer hardware products, by 2030.",NEGATIVE,0.9983453750610352
Google,2022,before 2030 and plan to invest in nature-based and technology-based carbon removal solutions to neutralize our remaining emissions.,NEGATIVE,0.9514322876930237
Google,2022,maintain carbon neutrality for our operations.,POSITIVE,0.9862057566642761
Google,2022,"2021 in 2021, we purchased enough renewable energy and high- (annual) quality carbon credits to compensate for all our operational ghg emissions.",POSITIVE,0.9924604296684265
Google,2022,google has been carbon neutral for our operations since 2007 - for 15 consecutive years.16 creating sustainable workplaces target deadline 2021 progress status commuting reduce single-occupancy vehicle commuting at not we're working toward this target.,NEGATIVE,0.9859105348587036
Google,2022,our bay area headquarters17 to 45% of workers applicable commuting on any given day.,NEGATIVE,0.6003546714782715
Google,2022,provide ev charging stations for 10% of total not of the total parking spaces at our bay area parking spaces at our bay area headquarters.,NEGATIVE,0.9719282984733582
Google,2022,"applicable headquarters, more than 7% were designated ev parking spaces with charging stations in 2021.",POSITIVE,0.6792720556259155
Google,2022,"certifications pursue the ilfi living building challenge certification 2023 at our charleston east campus, we're working to for our charleston east and bay view campuses - two achieve the living building challenge materials petal of google's first ground-up development projects at (which includes red list free materials and net-zero our bay area headquarters.",NEGATIVE,0.9814991354942322
Google,2022,"waste), and at our bay view campus, we're working to achieve the living building challenge water petal (which includes net-positive water use).",POSITIVE,0.9701684713363647
Google,2022,food waste reduce food waste per googler by 50% by 2025.,NEGATIVE,0.9796722531318665
Google,2022,2025 this target was set in 2022.,NEGATIVE,0.8021999597549438
Google,2022,send zero food waste to the landfill by 2025.,NEGATIVE,0.9892830848693848
Google,2022,2025 this target was set in 2022.,NEGATIVE,0.8021999597549438
Google,2022,achieved in progress missed google environmental report 2022 9 building better devices and services target deadline 2021 progress18 status ghg emissions publish product environmental reports for 100% 2021 we published product environmental reports for of new flagship consumer hardware products.19 (annual) each of our flagship nest and pixel products that launched in 2021.,NEGATIVE,0.9622364640235901
Google,2022,"materials use recycled or renewable material in at least 2025 in 2021, we used recycled content across numerous 50% of plastic used across our consumer hardware plastic parts in nest and pixel products.21 product portfolio by 2025.20 eliminate plastic from packaging and make 2025 in 2021, we designed nest and pixel packaging packaging 100% recyclable by 2025.",NEGATIVE,0.6592527627944946
Google,2022,to minimize the use of plastic.,NEGATIVE,0.8327569961547852
Google,2022,"the retail packaging for the pixel 6, pixel 6 pro, and pixel 5a (5g) use 98% paper- and fiber-based materials.",NEGATIVE,0.9746808409690857
Google,2022,include recycled materials in 100% of google 2022 we met this target early.,NEGATIVE,0.9960707426071167
Google,2022,all nest and pixel devices consumer hardware products launching in launched since 2020 include recycled materials.22 2022 and every year after.,NEGATIVE,0.9947233200073242
Google,2022,"waste achieve ul 2799 zero waste to landfill 2022 in 2021, we achieved certification to the ul 2799 certification at all final assembly consumer zero waste to landfill certification standard for hardware manufacturing sites by 2022.",POSITIVE,0.7040057182312012
Google,2022,several final assembly manufacturing sites.,NEGATIVE,0.9947497248649597
Google,2022,"empowering users with technology target deadline 2021 progress status tools help more than 500 cities and local governments 2030 in 2021, over 40 cities used the environmental globally reduce an aggregate of 1 gigaton of insights explorer tool in their climate action carbon emissions annually by 2030.",NEGATIVE,0.8896569013595581
Google,2022,planning or for monitoring city climate targets.,NEGATIVE,0.9087307453155518
Google,2022,products help 1 billion people make more sustainable 2022 we're working toward this target.,POSITIVE,0.9903513789176941
Google,2022,"in 2021, choices through our core products by 2022.",POSITIVE,0.9692342281341553
Google,2022,"we shared several new ways people can use google products - such as google flights, google maps, google search, and google shopping - to make more sustainable choices.",POSITIVE,0.9866625666618347
Google,2022,"achieved in progress missed google environmental report 2022 10 environmental data the following table provides an overview of our performance over time and includes both environmental data for our global operations (including our data centers, offices, networking infrastructure, and other facilities) and data beyond our operations (including our investments and technology).",POSITIVE,0.975740373134613
Google,2022,"the majority of our environmental data covers alphabet inc. and its subsidiaries, including google llc.",NEGATIVE,0.9491176009178162
Google,2022,all reported data is global and annual unless otherwise specified.,NEGATIVE,0.7134329676628113
Google,2022,"we obtain third-party assurance from an independent, accredited auditor for specific environmental data as part of our independent accountants' review, including select ghg emissions, energy, and water metrics as indicated in the table below.",POSITIVE,0.5805745720863342
Google,2022,"for more information on our energy use and ghg emissions, see alphabet's cdp climate change response on google's sustainability reports page.",NEGATIVE,0.9840212464332581
Google,2022,assured fiscal year24 key performance indicator for 202123 unit 2017 2018 2019 2020 2021 our operations ghg emissions emissions,POSITIVE,0.9873970150947571
Google,2022,"inventory25,26 scope 1 tcoe2 7 66549 63521 66686 38694 45073 scope 2 (market-based)28,29 tcoe 509334 684236 794267 911415 1823,132 scope 2 (location-based) tcoe 3301,392 4344,686 5116,949 5865,095 6576,239 scope 3 (total)30 tcoe 2719,024 12900,46731 11669,000 9376,000 9503,000 scope 3 (business travel and employee tcoe 356060 463467 542000 21300033 136000 commuting, including teleworking)32 2 scope 3 (other) tcoe 2362,964 12437,000 11127,000 9163,000 9367,000 total (scope 1, 2",NEGATIVE,0.9719637632369995
Google,2022,"[market-based], and 3 [total]) tcoe 3294,907",NEGATIVE,0.9800665378570557
Google,2022,"13648,22434 12529,953 10326,109 11371,205 biogenic emissions tco 14708 22862 21905 5417 3797 operational emissions35,36 scope 1, 2 (market-based), and 3 (business travel tcoe 931943 1211,224 1402,953",NEGATIVE,0.8593060970306396
Google,2022,"1163,109 2004,205 and employee commuting, including teleworking) 2 scope 1, 2 (location-based), and 3 (business travel tcoe 3724,001 4871,674 5725,635 6116,789 6757,312 and employee commuting, including teleworking) 2 emissions reductions and compensations for our operations total emissions reduced by renewable energy tcoe -3724,001",NEGATIVE,0.9708760380744934
Google,2022,"-4871,674 -5725,635 -6116,789 -6757,312 ppas and compensated for by carbon credits 2 emissions reduced by renewable energy ppas37 tcoe -2792,058",NEGATIVE,0.9754806756973267
Google,2022,"-3660,450 -4322,682",POSITIVE,0.5496052503585815
Google,2022,"-4953,680 -4753,107 emissions compensated for by carbon credits tcoe -931943 -1211,224",NEGATIVE,0.9692994356155396
Google,2022,"-1402,953",NEGATIVE,0.9709908962249756
Google,2022,"-1163,109 -2004,205",POSITIVE,0.9567113518714905
Google,2022,"total operational ghg emissions (after emissions tcoe 0 0 0 0 0 reductions and compensations)38 2 carbon intensity39 tcoe/ carbon intensity per unit of revenue 2 5.19 5.47 5.32 5.21 7.25 million us$ carbon intensity per fte employee tcoe/fte 7.60 8.36 7.96 7.49 12.87 carbon intensity per megawatt-hour tcoe/mwh 0.0717 0.0707 0.0675 0.0615 0.1006 of energy consumed 2 google environmental report 2022 11 assured fiscal year key performance indicator for 2021 unit 2017 2018 2019 2020 2021 energy energy use energy consumption40 mwh 8029,409 10572,485 12749,458 15439,538 18571,659 total electricity consumption mwh 7609,089 10104,295 12237,198 15138,543 18287,143 electricity consumption (u.s.)",NEGATIVE,0.6347665190696716
Google,2022,"mwh 5533,783 7085,620 8489,242 10789,194 12903,398 electricity consumption (international) mwh 2075,306 3018,675 3747,956 4349,349 5383,745 energy efficiency average annual fleet-wide pue across pue 1.11 1.11 1.10 1.10 1.10 google data centers renewable energy renewable energy contracts (cumulative) mw 2960 3837 5401 5746 7233 total renewable electricity purchased mwh 7609,089 10104,295 12237,198 15138,543 18287,143 renewable electricity (ppas and on-site) mwh 6244,788 8246,508 9721,283 12076,382 14118,248 renewable electricity (grid) mwh 1364,301 1857,787 2515,915 3062,161 4168,895 electricity purchased from renewable sources41,42% 100 100 100 100 100 carbon-free energy across google data % - - 61 67 66 centers (hourly)43 waste waste generated waste generated metric tons 53363 57113 48126 28864 28153 waste diversion total landfill diversion rate44% 83 80 77 77 77 landfill diversion rate (data centers) % 91 87 90 81 78 landfill diversion rate (offices) % 78 76 71 71 64 pre-consumer food waste prevented in cafés kg 1990,868 3019,252 4152,872 4439,47945 4439,47946 (cumulative) data center hardware refurbishment and reuse components used for server upgrades % 11 19 19 23 27 that were refurbished inventory million components resold into the secondary market 2.1 3.4 9.9 8.2 4.947 components water operational water48,49 water withdrawal million gallons 3071 4170 5161 5689 6297 water consumption million gallons - - 3412 3749 4562 water discharge million gallons - - 1749 1940 1735 google environmental report 2022 12 assured fiscal year key performance indicator for 2021 unit 2017 2018 2019 2020 2021 workplaces green building certifications leed-certified office space (cumulative) m2 1034,875 1294,16150 1438,257 1557,606 1704,922 platinum (cumulative) % 28 29 29 27 26 gold (cumulative) % 56 57 56 58 60 certified and silver (cumulative) % 16 14 15 15 14 sustainable commuting ev charging ports at offices in the ports 2077 2722 3419 3617 3998 united states and canada (cumulative)51 emissions avoided due to employee ev commuting tcoe 2891 4103 6258 1892 3468 in the united states and canada52 2 employee shuttle commuting trips in the bay area53 million trips 3.8 4.0 4.3 0.7 0.1 employee shuttle riders in the bay area unique riders 10000 11000 11900 11700 1664 (peak daily)54 emissions avoided due to employee shuttle tcoe 33241 40309 43242 7000 881 trips in the bay area55 2 urban ecology native trees planted on our bay area campuses trees 1411 1602 2191 219156 2509 (cumulative) native habitat restored and created on our acres 7 9 12 12 15 bay area campuses (cumulative) beyond our operations investments equity investments in renewable energy58 combined renewable energy capacity gw 3.7 3.7 3.7 3.7 3.7 (cumulative) technology tools cities and regions covered by the environmental cities and - 5 117 3000 41700 insights explorer (cumulative)59,60 regions products household energy saved by nest thermostat gwh 17480 29894 47020 65153 86711 customers (cumulative) google environmental report 2022 13 appendix endnotes 1.",NEGATIVE,0.04038551449775696
Google,2022,"according to google's own analysis of our more efficient servers, power infrastructure, and cooling systems, compared with data center industry averages.",NEGATIVE,0.9640275239944458
Google,2022,2. pue is a standard industry ratio that compares the amount of non-computing overhead energy (used for things like cooling and power distribution) to the amount of energy used to power it equipment.,NEGATIVE,0.9755049347877502
Google,2022,"a pue of 2.0 means that for every watt of it power, an additional watt is consumed to cool and distribute power to the it equipment.",NEGATIVE,0.9940551519393921
Google,2022,a pue closer to 1.0 means nearly all the energy is used for computing.,NEGATIVE,0.9925306439399719
Google,2022,"3. according to the uptime institute's 2021 data center survey, the global average pue of respondents' largest data centers was around 1.57.",NEGATIVE,0.9553083777427673
Google,2022,4. carbon credits are reductions in ghg emissions made to compensate for emissions that occur elsewhere.,NEGATIVE,0.8774234056472778
Google,2022,"for each metric ton of carbon dioxide equivalent reduced, one carbon credit is created.",NEGATIVE,0.962758481502533
Google,2022,"references to ""carbon offsets"" (as mentioned in prior reports) were updated to ""carbon credits"" starting in google's 2021 environmental report.",NEGATIVE,0.9925408363342285
Google,2022,"for more information on our approach to purchasing carbon credits, see our 2011 white paper, google's carbon offsets: collaboration and due diligence.",POSITIVE,0.9763887524604797
Google,2022,5. this estimated spend commitment is for clean energy purchased for our operations.,NEGATIVE,0.9063036441802979
Google,2022,it may fluctuate over time based on the number of contracts signed and energy market prices.,NEGATIVE,0.9976748824119568
Google,2022,6. based on our cumulative renewable electricity purchased in megawatt-hours (mwh) from 2012 to 2021.,POSITIVE,0.9496111869812012
Google,2022,7. the first year google signed a renewable energy contract was 2010.,POSITIVE,0.6853472590446472
Google,2022,"8. we procure high-quality carbon credits to compensate for the carbon emissions from all google-owned shipments of consumer hardware, including to and from retail partners, distributors, and google store customers.",NEGATIVE,0.9623956084251404
Google,2022,"because shipping devices to customers falls outside the scope of google's operations, these efforts go beyond google's long-standing commitment to operational carbon neutrality.",NEGATIVE,0.606097936630249
Google,2022,"9. energy savings from the nest learning thermostat: energy bill analysis results, nest labs, february 2015.",POSITIVE,0.9585361480712891
Google,2022,10.,NEGATIVE,0.6450142860412598
Google,2022,independent studies showed that nest saved people an average of 10% to 12% on heating and 15% on cooling.,POSITIVE,0.9401482343673706
Google,2022,"using typical energy costs, we've estimated average savings of $131 to $145 a year.",NEGATIVE,0.8465923070907593
Google,2022,that means the nest learning thermostat can pay for itself in under two years.,NEGATIVE,0.9973860383033752
Google,2022,individual savings are not guaranteed.,POSITIVE,0.9631223678588867
Google,2022,11. nest and pixel devices are designed with 9%-68% recycled content across their respective plastic parts in 2020 and 2021.,NEGATIVE,0.9981575608253479
Google,2022,"this does not include plastics in printed circuit boards, labels, cables, connectors, electronic components and modules, optical components, electrostatic discharge components, electromagnetic interference components, films, coatings, and adhesives.",NEGATIVE,0.981262743473053
Google,2022,the aluminum in the enclosure of pixel 5 is 100% recycled content.,NEGATIVE,0.9992395639419556
Google,2022,(back housing only.,NEGATIVE,0.8706913590431213
Google,2022,recycled aluminum is approximately 58% of the pixel 5 enclosure based on weight.),NEGATIVE,0.9984523057937622
Google,2022,the aluminum in the housing of pixel 6 is 100% recycled content.,NEGATIVE,0.9992408752441406
Google,2022,(recycled aluminum (in the housing and other recycled aluminum components) is approximately 14% of product based on weight.),NEGATIVE,0.9975797533988953
Google,2022,12. carbon footprint reduction claim based on third-party verified life cycle assessment.,NEGATIVE,0.9876749515533447
Google,2022,recycled aluminum (in the housing and other recycled aluminum components) is approximately 14% of product based on weight.,NEGATIVE,0.9982726573944092
Google,2022,13.,NEGATIVE,0.8277894258499146
Google,2022,"one petabyte is 1015 bytes, or 1 million gigabytes, of digital information.",NEGATIVE,0.9941920638084412
Google,2022,"it's equal to approximately 2.5 months of uninterrupted, uncompressed, high-definition (1920 x 1080 pixels) video data.",NEGATIVE,0.9971438050270081
Google,2022,14.,NEGATIVE,0.6104826331138611
Google,2022,"google was the largest organization, in terms of electricity consumption, to achieve a 100% renewable energy match.",POSITIVE,0.9882717728614807
Google,2022,15.,NEGATIVE,0.7852612137794495
Google,2022,"for more details, see our 2021 white paper, carbon-free energy performance at google data centers.",NEGATIVE,0.8358045816421509
Google,2022,16.,NEGATIVE,0.6550492644309998
Google,2022,we reach operational carbon neutrality via three steps.,POSITIVE,0.5068574547767639
Google,2022,"first, we work to reduce our total energy consumption by pursuing aggressive energy efficiency initiatives.",POSITIVE,0.9912121891975403
Google,2022,"second, we match 100% of the electricity consumption of our operations with purchases of renewable energy.",POSITIVE,0.9223342537879944
Google,2022,"third, we buy high-quality carbon credits for any remaining operational emissions we haven't yet eliminated.",POSITIVE,0.6756283044815063
Google,2022,17.,NEGATIVE,0.6935006976127625
Google,2022,"in this report, ""bay area headquarters"" refers to our operations in both mountain view and sunnyvale.",NEGATIVE,0.5752816796302795
Google,2022,18. fitbit wearable devices were not included in the scope of these targets in 2021.,NEGATIVE,0.9970712661743164
Google,2022,19.,NEGATIVE,0.6028997898101807
Google,2022,flagship consumer hardware products are products that can provide their main functionality without connection to another product.,POSITIVE,0.5582575798034668
Google,2022,"for example, this does not include accessories, such as earbuds or cases.",NEGATIVE,0.9942540526390076
Google,2022,20.,NEGATIVE,0.8497532606124878
Google,2022,minimum percentage of recycled or renewable plastic content calculated as a percentage of total plastic (by weight) in all products manufactured in 2025.,NEGATIVE,0.9606528282165527
Google,2022,"the following may be excluded from the calculation of percentage: printed circuit boards, labels, cables, connectors, electronic components and modules, optical components, electrostatic discharge components, electromagnetic interference components, films, coatings, and adhesives.",NEGATIVE,0.9922776222229004
